Invoice_ID,Customer_ID,Customer_Name,Customer_Type,Industry,Region,Country,City,Email,Phone,Registration_Date,Account_Status,Payment_Terms,Credit_Limit,Account_Manager,Contract_ID,Service_Type,Plan_Name,Unit_Price,Estimated_Usage,Contract_Price,Discount_Allowed,Tax_Rate,Billing_Cycle,Contract_Duration,SLA_Level,Billing_Month,Billing_Year,Actual_Usage,Billed_Usage,Peak_Usage,OffPeak_Usage,Expected_Amount,Invoice_Date,Due_Date,Currency,Invoice_Status,Payment_Status,Invoice_Version,Tax_Expected,Tax_Billed,Discount_Applied,Discount_Amount,Billed_Amount,Missing_GST,Usage_Mismatch,Extra_Discount,Wrong_Pricing,Missing_Charge,Duplicate_Invoice,Contract_Violation,Late_Billing,Leakage,Leakage_Type,Leakage_Amount
INV001874,CUST00481,"Ramsey, Martinez and Sherman",Government,Manufacturing,North,USA,South Joystad,robert31@ward.info,3068661554,2024-02-26,Inactive,Net 45,715418,Sneha Patel,CON00183,SaaS,CRM,25,804,74575,10,18,Yearly,24,Silver,7,2026,2983,2983,3169,2825,74575,2026-03-03,2026-04-02,EUR,Paid,Pending,3,13423.5,13423.5,10,7457.5,80541.0,0,0,0,0,0,0,0,0,0,None,0.0
INV001875,CUST00279,Henderson LLC,Government,Finance,South,Australia,West Patriciachester,nwilson@reed.com,001-637-857-3839x5972,2025-02-21,Suspended,Net 15,962935,Sneha Patel,CON00029,Internet,Fiber 300,10,1536,28230,15,18,Yearly,24,Gold,7,2026,2823,2823,3048,2795,28230,2026-04-08,2026-05-08,USD,Paid,Overdue,3,5081.4,5081.4,15,4234.5,29076.9,0,0,0,0,0,0,0,0,0,None,0.0
INV001876,CUST00488,Chavez-Tran,SMB,Telecom,West,USA,Port Teresaburgh,gwilkins@thomas.com,001-503-458-9298x80858,2024-10-12,Suspended,Net 45,653291,Arjun Kumar,CON00187,Security,Firewall,15,1004,9420,5,18,Monthly,12,Gold,10,2026,628,628,643,524,9420,2026-06-25,2026-07-25,EUR,Sent,Overdue,2,1695.6,1695.6,5,471.0,10644.6,0,0,0,0,0,0,0,0,0,None,0.0
INV001877,CUST00185,"Lopez, Bailey and Oconnor",Government,Telecom,North,Singapore,Mikaylaside,caseymoore@weiss-weaver.info,7863209593,2026-03-07,Inactive,Net 30,310910,Sneha Patel,CON00135,Voice,Voice Premium,5,2326,8130,15,18,Quarterly,24,Platinum,10,2026,1626,1626,1706,1460,8130,2026-05-22,2026-06-21,INR,Paid,Overdue,1,1463.4,1463.4,15,1219.5,8373.9,0,0,0,0,0,0,0,0,0,None,0.0
INV001878,CUST00190,"Dixon, Duncan and Duncan",Retail,Finance,North,India,North Stevenberg,josephpreston@hall.com,001-369-631-5727,2021-11-30,Suspended,Net 15,891461,John Thomas,CON00137,Voice,Voice Basic,5,2777,13250,15,18,Yearly,36,Bronze,11,2026,2650,2650,2817,2587,13250,2025-10-06,2025-11-05,INR,Generated,Overdue,2,2385.0,2385.0,15,1987.5,13647.5,0,0,0,0,0,0,0,0,0,None,0.0
INV001879,CUST00309,"Johnson, Robinson and Harris",SMB,Manufacturing,East,Singapore,South Jeffery,koneal@walls.com,+1-212-914-7853,2025-12-14,Suspended,Net 45,470182,Priya Nair,CON00163,Voice,Voice Premium,5,2277,13460,0,18,Monthly,24,Silver,3,2026,2692,2692,2931,2525,13460,2026-07-02,2026-08-01,INR,Paid,Overdue,3,2422.8,2422.8,0,0.0,15882.8,0,0,0,0,0,1,0,0,1,Duplicate Invoice,15882.8
INV001880,CUST00256,Brown-Garza,Enterprise,Manufacturing,North,UK,Port Michael,hubbardcolleen@davis-reed.com,(250)733-3491x14152,2021-11-30,Inactive,Net 30,211779,John Thomas,CON00156,Voice,Voice Premium,5,993,5810,5,18,Monthly,36,Bronze,7,2026,1162,1162,1437,980,5810,2026-06-12,2026-07-12,EUR,Paid,Paid,2,1045.8,1045.8,5,290.5,6565.3,0,0,0,0,0,0,0,0,0,None,0.0
INV001881,CUST00257,Barrett-Henderson,Enterprise,Telecom,North,Singapore,Adamsfort,odomnicholas@morris-davis.info,735-878-5294,2023-04-24,Inactive,Net 45,720611,Rahul Sharma,CON00122,Cloud,Basic Cloud,20,889,13620,15,18,Monthly,36,Platinum,9,2026,681,681,808,490,13620,2026-03-16,2026-04-15,EUR,Sent,Overdue,1,2451.6,2451.6,15,2043.0,14028.6,0,0,0,0,0,0,0,0,0,None,0.0
INV001882,CUST00360,"Barber, Richardson and Barrera",Government,Manufacturing,West,Australia,South Hunterburgh,jacobhenry@white.com,(293)312-1637x6182,2024-10-23,Inactive,Net 30,678419,Priya Nair,CON00183,SaaS,CRM,25,804,65425,10,18,Yearly,24,Silver,5,2026,2617,2617,2634,2455,65425,2025-09-29,2025-10-29,INR,Generated,Overdue,3,11776.5,11776.5,10,6542.5,68570.92,0,0,0,0,0,0,1,0,1,Contract Violation,2088.08
INV001883,CUST00368,Martin-Pratt,Retail,IT,North,Singapore,Leeville,millercarrie@johnson-campbell.net,213-590-4383,2023-11-20,Active,Net 60,191214,Arjun Kumar,CON00168,SaaS,ERP,25,1700,55475,5,18,Quarterly,24,Gold,11,2026,2219,2219,2436,2055,55475,2026-06-19,2026-07-19,INR,Paid,Paid,2,9985.5,9985.5,5,2773.75,62686.75,0,0,0,0,0,0,0,0,0,None,0.0
INV001884,CUST00338,Clark Ltd,Enterprise,Logistics,South,Australia,Lake Denise,jessica91@floyd.biz,+1-820-515-7201x85962,2021-11-19,Inactive,Net 15,609873,John Thomas,CON00068,Internet,Fiber 100,10,1917,15010,10,18,Monthly,24,Gold,8,2026,1501,1501,1550,1432,15010,2026-06-09,2026-07-09,INR,Sent,Paid,1,2701.8,2701.8,10,1501.0,16210.8,0,0,0,0,0,0,0,1,1,Late Billing,1257.0
INV001885,CUST00196,Garner-Smith,SMB,Finance,South,USA,Michaelport,wendyirwin@cain-garrett.biz,8845325621,2025-02-22,Inactive,Net 45,242192,John Thomas,CON00133,Security,SOC,15,2488,17760,5,18,Quarterly,12,Platinum,1,2026,1184,1184,1335,1158,17760,2025-10-24,2025-11-23,INR,Generated,Pending,3,3196.8,3196.8,5,888.0,20068.8,0,0,0,0,0,0,0,0,0,None,0.0
INV001886,CUST00451,"Sanford, Bender and Gonzalez",Retail,IT,North,USA,East Elizabeth,wallerkyle@solis.biz,(470)523-2441,2023-04-29,Inactive,Net 45,103909,Rahul Sharma,CON00078,Security,SOC,15,2819,26085,15,18,Yearly,12,Platinum,4,2026,1739,1739,1947,1654,26085,2026-06-22,2026-07-22,EUR,Sent,Overdue,2,4695.3,4695.3,15,3912.75,26867.55,0,0,0,0,0,0,0,0,0,None,0.0
INV001887,CUST00256,Brown-Garza,Enterprise,Manufacturing,North,UK,Port Michael,hubbardcolleen@davis-reed.com,(250)733-3491x14152,2021-11-30,Inactive,Net 30,211779,John Thomas,CON00082,Cloud,Enterprise Cloud,20,744,32760,15,18,Quarterly,36,Silver,7,2026,1638,1638,1894,1544,32760,2026-05-02,2026-06-01,INR,Paid,Overdue,2,5896.8,5896.8,15,4914.0,32715.38,0,0,0,0,0,0,1,0,1,Contract Violation,1027.42
INV001888,CUST00154,"Ramsey, Johnson and Black",Retail,Telecom,East,Australia,Williehaven,stucker@lee.com,001-288-901-3361x38612,2024-06-01,Active,Net 60,75053,John Thomas,CON00078,Security,SOC,15,2819,22620,15,18,Yearly,12,Platinum,6,2026,1508,1508,1747,1349,22620,2026-01-06,2026-02-05,INR,Generated,Paid,1,4071.6,4071.6,15,3393.0,23298.6,0,0,0,0,0,1,0,0,1,Duplicate Invoice,23298.6
INV001889,CUST00216,"Clark, Thompson and Taylor",Enterprise,Finance,West,UK,Bridgesstad,qmoore@taylor.com,(876)421-2679,2025-06-17,Suspended,Net 45,943741,Arjun Kumar,CON00120,Internet,Fiber 100,10,2423,18660,15,18,Yearly,36,Bronze,1,2026,1866,1866,2162,1792,18660,2025-09-06,2025-10-06,INR,Sent,Pending,3,3358.8,3358.8,15,2799.0,19219.8,0,0,0,0,0,0,0,0,0,None,0.0
INV001890,CUST00130,Stark-Smith,Government,Telecom,North,USA,Rodriguezberg,ashleyaguilar@buckley.com,885-464-6799x7024,2025-01-05,Inactive,Net 30,679474,John Thomas,CON00082,Cloud,Enterprise Cloud,20,744,51520,15,18,Quarterly,36,Silver,7,2026,2576,2477,2592,2414,51520,2026-06-21,2026-07-21,USD,Paid,Overdue,2,9273.6,9273.6,15,7728.0,51085.6,0,1,0,0,0,0,0,0,1,Usage Mismatch,1980.0
INV001891,CUST00440,Weber PLC,Retail,IT,North,USA,North Michael,michaelsmith@hill.org,001-545-696-4883x1921,2023-02-11,Inactive,Net 45,837019,Arjun Kumar,CON00186,SaaS,HRMS,25,1903,27325,15,18,Monthly,24,Silver,5,2026,1093,1093,1171,955,27325,2026-01-15,2026-02-14,INR,Paid,Pending,3,4918.5,4918.5,15,4098.75,28144.75,0,0,0,0,0,0,0,0,0,None,0.0
INV001892,CUST00231,Rodriguez and Sons,SMB,Telecom,South,India,Jimenezburgh,brownmichael@hamilton.org,001-970-710-8220x78113,2025-02-27,Suspended,Net 60,878952,Sneha Patel,CON00108,Cloud,Business Cloud,20,2409,15320,15,18,Yearly,36,Platinum,9,2026,766,766,1015,723,15320,2026-07-14,2026-08-13,USD,Generated,Pending,2,2757.6,2757.6,15,2298.0,15779.6,0,0,0,0,0,0,0,0,0,None,0.0
INV001893,CUST00364,"Simmons, Acosta and Thomas",Enterprise,Finance,South,USA,Wandaburgh,fgomez@olson-dudley.org,+1-552-836-6878x8788,2022-04-22,Active,Net 60,439878,Priya Nair,CON00167,SaaS,CRM,25,2413,18250,15,18,Monthly,36,Bronze,1,2026,730,730,998,664,18250,2025-09-18,2025-10-18,INR,Paid,Pending,3,3285.0,3285.0,15,2737.5,14326.16,0,0,0,0,0,0,1,0,1,Contract Violation,4471.34
INV001894,CUST00312,"Curry, Wells and Black",Enterprise,Manufacturing,South,UK,Sharpmouth,latoya53@carrillo-wolfe.com,778.505.2924x075,2025-02-28,Inactive,Net 30,187084,Arjun Kumar,CON00011,Internet,Fiber 300,10,1382,8010,10,18,Quarterly,12,Platinum,8,2026,801,801,860,689,8010,2026-02-16,2026-03-18,EUR,Generated,Paid,2,1441.8,1441.8,10,801.0,8650.8,0,0,0,0,0,0,0,0,0,None,0.0
INV001895,CUST00288,Fields-Barajas,Retail,Manufacturing,North,India,Dennischester,drewmartinez@ellis.net,837-370-2851,2022-08-16,Suspended,Net 45,199381,Arjun Kumar,CON00179,Cloud,Enterprise Cloud,20,518,30480,10,18,Quarterly,12,Platinum,9,2026,1524,1524,1748,1487,30480,2026-03-05,2026-04-04,USD,Generated,Pending,3,5486.4,5486.4,10,3048.0,32918.4,0,0,0,0,0,0,0,0,0,None,0.0
INV001896,CUST00289,Armstrong-Williams,Government,Manufacturing,West,USA,North Nathan,kevin70@thomas.biz,7443327018,2021-12-22,Inactive,Net 30,771864,Sneha Patel,CON00167,SaaS,CRM,25,2413,37925,15,18,Monthly,36,Bronze,8,2026,1517,1517,1650,1399,37925,2025-08-22,2025-09-21,USD,Paid,Paid,2,6826.5,6826.5,15,5688.75,39062.75,0,0,0,0,0,1,0,0,1,Duplicate Invoice,39062.75
INV001897,CUST00135,"Rodriguez, Brown and Mcneil",SMB,Telecom,South,USA,Michelleview,jacob83@trujillo.biz,+1-752-507-4466x60993,2026-02-22,Suspended,Net 60,912522,Sneha Patel,CON00154,Internet,Fiber 300,10,774,12420,15,18,Yearly,36,Gold,11,2026,1242,1242,1291,1138,12420,2026-02-23,2026-03-25,EUR,Generated,Paid,2,2235.6,2235.6,15,1863.0,12792.6,0,0,0,0,0,0,0,0,0,None,0.0
INV001898,CUST00402,Johnson-Hansen,Retail,Manufacturing,North,Singapore,Davisberg,kristin98@martinez-daniels.org,306-726-0787x0104,2022-06-04,Active,Net 30,215937,John Thomas,CON00028,Internet,Fiber 100,10,661,26910,5,18,Quarterly,36,Platinum,4,2026,2691,2691,2744,2525,26910,2025-09-15,2025-10-15,USD,Sent,Paid,3,4843.8,4843.8,5,1345.5,30408.3,0,0,0,0,0,1,0,0,1,Duplicate Invoice,30408.3
INV001899,CUST00442,Coleman-Ruiz,Government,Telecom,South,India,Vincentville,annbennett@mccarthy-kelly.net,881-793-2426x87741,2023-02-10,Suspended,Net 45,472225,Priya Nair,CON00092,Internet,Fiber 300,10,1927,14840,15,18,Yearly,12,Silver,7,2026,1484,1484,1684,1312,14840,2026-03-17,2026-04-16,USD,Sent,Paid,1,2671.2,2671.2,15,2226.0,15285.2,0,0,0,0,0,0,0,0,0,None,0.0
INV001900,CUST00003,Galloway-Wyatt,SMB,Manufacturing,South,Singapore,South Joshuastad,mitchellclark@miles-sutton.com,+1-528-232-7648x350,2024-04-12,Inactive,Net 30,249041,Arjun Kumar,CON00108,Cloud,Business Cloud,20,2409,37940,15,18,Yearly,36,Platinum,1,2026,1897,1897,2110,1698,37940,2025-08-07,2025-09-06,INR,Sent,Overdue,3,6829.2,6829.2,15,5691.0,39078.2,0,0,0,0,0,1,0,0,1,Duplicate Invoice,39078.2
INV001901,CUST00352,Hodges and Sons,Government,Healthcare,North,UK,Lake William,juanwilson@gamble-wright.biz,571.389.2392,2022-09-21,Active,Net 15,275469,John Thomas,CON00014,Cloud,Enterprise Cloud,20,2214,25980,0,18,Quarterly,24,Gold,5,2026,1299,1299,1413,1111,25980,2025-11-12,2025-12-12,USD,Paid,Paid,3,4676.4,4676.4,0,0.0,30656.4,0,0,0,0,0,0,0,0,0,None,0.0
INV001902,CUST00019,Solis Ltd,Enterprise,Finance,East,UK,Stephaniemouth,jrivas@merritt-manning.info,643.748.7347x143,2024-04-25,Active,Net 45,268126,Priya Nair,CON00137,Voice,Voice Basic,5,2777,9975,15,18,Yearly,36,Bronze,5,2026,1995,1995,2052,1842,9975,2026-08-03,2026-09-02,EUR,Generated,Overdue,3,1795.5,1795.5,15,1496.25,10274.25,0,0,0,0,0,0,0,0,0,None,0.0
INV001903,CUST00218,"Simon, Terrell and Terrell",Retail,Telecom,East,India,Stevenland,sanchezcrystal@horne.org,790-658-0778x7956,2024-01-21,Inactive,Net 30,231144,Arjun Kumar,CON00038,Cloud,Enterprise Cloud,20,2384,47300,5,18,Quarterly,12,Platinum,12,2026,2365,2365,2582,2326,47300,2026-03-07,2026-04-06,EUR,Generated,Overdue,2,8514.0,8514.0,5,2365.0,53449.0,0,0,0,0,0,0,0,0,0,None,0.0
INV001904,CUST00492,Walker-Garcia,SMB,Telecom,East,UK,Johnfort,ofisher@grimes.com,985-564-5101x739,2025-04-14,Suspended,Net 45,979242,John Thomas,CON00111,Cloud,Enterprise Cloud,20,2083,16480,15,18,Yearly,24,Bronze,5,2026,824,824,1064,670,16480,2026-04-21,2026-05-21,INR,Paid,Pending,2,2966.4,2966.4,15,2472.0,14551.27,0,0,0,0,1,0,0,0,1,Missing Charge,2423.13
INV001905,CUST00212,Bryant Ltd,SMB,Logistics,West,UK,Ruizbury,michellejensen@myers-lyons.com,477-301-7157x72459,2025-01-17,Active,Net 30,184055,Priya Nair,CON00080,Internet,Fiber 1000,10,2858,19530,5,18,Quarterly,36,Silver,4,2026,1953,1953,2161,1936,19530,2026-08-06,2026-09-05,USD,Generated,Paid,3,3515.4,3515.4,5,976.5,22068.9,0,0,0,0,0,0,0,0,0,None,0.0
INV001906,CUST00296,"Hawkins, Ramirez and Reynolds",Enterprise,Logistics,West,Australia,Nicolemouth,tiffany74@bates.com,279.250.2097,2023-01-27,Inactive,Net 15,960830,Priya Nair,CON00132,SaaS,ERP,25,2869,38550,5,18,Quarterly,12,Bronze,1,2026,1542,1542,1812,1430,38550,2025-10-08,2025-11-07,INR,Generated,Paid,1,6939.0,4852.442828771449,5,1927.5,41474.94,1,0,0,0,0,0,0,0,1,Missing GST,2086.56
INV001907,CUST00205,"Brown, Duncan and Krause",Government,IT,North,India,South Jenniferport,ulynch@fox-carney.com,(599)678-7729,2023-03-30,Inactive,Net 15,930438,Rahul Sharma,CON00190,SaaS,ERP,25,2604,29250,15,18,Quarterly,24,Gold,2,2026,1170,1170,1325,1147,29250,2026-05-20,2026-06-19,USD,Generated,Overdue,1,5265.0,5265.0,15,4387.5,30127.5,0,0,0,0,0,0,0,0,0,None,0.0
INV001908,CUST00154,"Ramsey, Johnson and Black",Retail,Telecom,East,Australia,Williehaven,stucker@lee.com,001-288-901-3361x38612,2024-06-01,Active,Net 60,75053,John Thomas,CON00114,Voice,Voice Premium,5,1506,8845,10,18,Quarterly,12,Gold,8,2026,1769,1769,1901,1690,8845,2025-11-02,2025-12-02,EUR,Generated,Overdue,2,1592.1,1592.1,10,884.5,9552.6,0,0,0,0,0,0,0,0,0,None,0.0
INV001909,CUST00085,Harris-Lucas,Government,IT,East,Australia,Booneland,brettbennett@morrison.org,001-583-873-5403x3173,2023-08-19,Active,Net 30,595977,Priya Nair,CON00154,Internet,Fiber 300,10,774,25970,15,18,Yearly,36,Gold,3,2026,2597,2597,2883,2418,25970,2026-04-28,2026-05-28,EUR,Generated,Overdue,3,4674.6,4674.6,15,3895.5,26749.1,0,0,0,0,0,0,0,0,0,None,0.0
INV001910,CUST00490,Fischer and Sons,Retail,IT,West,USA,South Lynn,petermoore@myers-lee.com,934-426-1923,2023-12-09,Active,Net 45,118803,Sneha Patel,CON00132,SaaS,ERP,25,2869,59575,5,18,Quarterly,12,Bronze,4,2026,2383,2383,2632,2252,59575,2026-05-08,2026-06-07,INR,Generated,Pending,1,10723.5,10723.5,5,2978.75,67319.75,0,0,0,0,0,0,0,0,0,None,0.0
INV001911,CUST00026,Sullivan and Sons,Retail,Manufacturing,North,UK,Elizabethstad,wtran@barajas-pierce.com,001-574-544-3135x182,2025-09-18,Suspended,Net 30,71959,John Thomas,CON00069,Voice,Voice Basic,5,1591,13330,10,18,Yearly,12,Platinum,8,2026,2666,2666,2687,2563,13330,2026-06-07,2026-07-07,USD,Generated,Paid,3,2399.4,2399.4,20,2666.0,13063.4,0,0,1,0,0,0,0,0,1,Extra Discount,1333.0
INV001912,CUST00240,Franco Ltd,SMB,Logistics,East,USA,East John,chaneyautumn@green-lopez.net,001-205-852-5782x841,2025-11-04,Inactive,Net 30,239004,Sneha Patel,CON00144,SaaS,HRMS,25,582,56700,0,18,Quarterly,12,Platinum,4,2026,2268,2268,2344,2188,56700,2025-12-14,2026-01-13,USD,Sent,Pending,1,10206.0,10206.0,10,5670.0,61236.0,0,0,1,0,0,0,0,0,1,Extra Discount,5670.0
INV001913,CUST00016,"Hartman, Graham and Joyce",SMB,Logistics,South,India,South Rachelborough,bradley60@frost.com,(861)659-5148x465,2026-04-24,Suspended,Net 15,80535,Arjun Kumar,CON00101,SaaS,ERP,25,789,66700,0,18,Monthly,12,Gold,3,2026,2668,2668,2904,2624,66700,2026-02-11,2026-03-13,USD,Paid,Paid,3,12006.0,12006.0,0,0.0,78706.0,0,0,0,0,0,0,0,0,0,None,0.0
INV001914,CUST00326,Espinoza and Sons,Government,Telecom,South,UK,East Adam,travis66@brooks.org,660-716-9236,2025-12-06,Inactive,Net 30,126329,Sneha Patel,CON00025,Cloud,Business Cloud,20,913,38600,10,18,Quarterly,24,Gold,3,2026,1930,1841,2015,1775,38600,2025-09-20,2025-10-20,EUR,Paid,Paid,1,6948.0,6948.0,10,3860.0,39908.0,0,1,0,0,0,0,0,0,1,Usage Mismatch,1780.0
INV001915,CUST00045,Weber-Richards,Retail,Logistics,East,India,Oscarhaven,shawn96@mcguire.net,001-736-673-6576x6156,2024-10-11,Active,Net 60,775451,John Thomas,CON00158,SaaS,CRM,25,1067,62100,10,18,Monthly,24,Silver,6,2026,2484,2484,2494,2390,62100,2025-12-10,2026-01-09,USD,Paid,Pending,1,11178.0,11178.0,10,6210.0,67068.0,0,0,0,0,0,0,0,0,0,None,0.0
INV001916,CUST00024,Hunter LLC,SMB,Telecom,West,Singapore,Port Robertfort,hamiltonmichael@zimmerman-graham.net,+1-949-587-7694x5314,2025-07-19,Inactive,Net 30,202906,Priya Nair,CON00104,Cloud,Business Cloud,20,2138,17560,5,18,Monthly,36,Bronze,9,2026,878,878,1069,764,17560,2026-05-17,2026-06-16,INR,Generated,Paid,3,3160.8,3160.8,5,878.0,19842.8,0,0,0,0,0,0,0,0,0,None,0.0
INV001917,CUST00036,Harrington-Baker,Retail,Logistics,West,India,Santosmouth,ofinley@clay.org,434-631-6117,2021-11-03,Active,Net 60,121295,Priya Nair,CON00125,Voice,Voice Premium,5,1094,8810,10,18,Quarterly,36,Platinum,12,2026,1762,1762,1808,1722,8810,2026-06-26,2026-07-26,USD,Paid,Overdue,3,1585.8,1585.8,10,881.0,9514.8,0,0,0,0,0,0,0,0,0,None,0.0
INV001918,CUST00240,Franco Ltd,SMB,Logistics,East,USA,East John,chaneyautumn@green-lopez.net,001-205-852-5782x841,2025-11-04,Inactive,Net 30,239004,Sneha Patel,CON00055,SaaS,ERP,25,2505,34125,0,18,Quarterly,24,Silver,2,2026,1365,1365,1438,1303,34125,2026-06-11,2026-07-11,EUR,Sent,Paid,2,6142.5,6142.5,0,0.0,40267.5,0,0,0,0,0,0,0,0,0,None,0.0
INV001919,CUST00043,"Harris, Gallegos and Spencer",Enterprise,Finance,West,USA,Port Molly,kim90@garrison-thomas.com,+1-742-210-2053,2023-01-29,Inactive,Net 30,831474,Sneha Patel,CON00105,Security,Endpoint Security,15,841,18510,10,18,Quarterly,36,Gold,4,2026,1234,1234,1427,1178,18510,2025-12-28,2026-01-27,INR,Sent,Paid,1,3331.8,3331.8,15,2776.5,19065.3,0,0,1,0,0,0,0,0,1,Extra Discount,925.5
INV001920,CUST00376,"Barker, Martin and Horton",Retail,Finance,East,India,Ritashire,jmorrow@gonzalez.com,450-927-2751x64807,2026-07-07,Active,Net 60,875146,Arjun Kumar,CON00081,Internet,Fiber 300,10,1296,14610,10,18,Monthly,36,Silver,12,2026,1461,1461,1725,1320,14610,2026-03-06,2026-04-05,USD,Sent,Overdue,1,2629.8,2629.8,10,1461.0,13773.44,0,0,0,0,0,0,1,0,1,Contract Violation,2005.36
INV001921,CUST00317,"Barber, Barrera and Kerr",Retail,Telecom,South,India,Riddleside,carneycharles@gordon.biz,824.538.0701x765,2024-12-20,Active,Net 30,662492,Sneha Patel,CON00063,Cloud,Enterprise Cloud,20,1979,49960,0,18,Quarterly,12,Gold,2,2026,2498,2498,2666,2455,49960,2026-08-04,2026-09-03,INR,Generated,Overdue,2,8992.8,8992.8,0,0.0,48780.87,0,0,0,1,0,0,0,0,1,Wrong Pricing,10171.93
INV001922,CUST00231,Rodriguez and Sons,SMB,Telecom,South,India,Jimenezburgh,brownmichael@hamilton.org,001-970-710-8220x78113,2025-02-27,Suspended,Net 60,878952,Sneha Patel,CON00047,Voice,Voice Basic,5,1412,5680,0,18,Quarterly,12,Platinum,1,2026,1136,1136,1204,959,5680,2026-01-06,2026-02-05,INR,Generated,Overdue,1,1022.4,1022.4,5,284.0,6418.4,0,0,1,0,0,0,0,0,1,Extra Discount,284.0
INV001923,CUST00322,Rogers PLC,Government,Telecom,South,India,Reyesbury,hallchristina@parker.biz,001-539-910-2574x32630,2024-05-23,Suspended,Net 15,99104,Sneha Patel,CON00187,Security,Firewall,15,1004,26550,5,18,Monthly,12,Gold,8,2026,1770,1770,1878,1589,26550,2026-02-25,2026-03-27,USD,Generated,Pending,3,4779.0,4779.0,5,1327.5,24625.58,0,0,0,0,1,0,0,0,1,Missing Charge,5375.92
INV001924,CUST00058,Brooks Inc,SMB,Finance,West,UK,Sarahmouth,devinmitchell@horton-taylor.info,390.610.4328x986,2023-08-14,Active,Net 30,755086,Sneha Patel,CON00050,Security,Endpoint Security,15,1148,33990,0,18,Quarterly,24,Gold,10,2026,2266,2266,2322,2119,33990,2026-04-18,2026-05-18,USD,Generated,Overdue,1,6118.2,6118.2,0,0.0,40108.2,0,0,0,0,0,0,0,0,0,None,0.0
INV001925,CUST00145,Combs PLC,Retail,IT,East,Australia,North Dawnburgh,kchristian@walton.com,340-983-8663x17797,2025-05-25,Active,Net 15,822042,John Thomas,CON00149,Security,Firewall,15,2924,37515,0,18,Quarterly,36,Silver,8,2026,2501,2501,2696,2347,37515,2026-06-20,2026-07-20,USD,Generated,Pending,1,6752.7,6752.7,0,0.0,44267.7,0,0,0,0,0,0,0,0,0,None,0.0
INV001926,CUST00366,"Johnson, Hanna and Watson",Government,Manufacturing,West,Singapore,Lake Bonniefort,anthonydiaz@sanchez.org,(422)272-8476x57041,2021-11-13,Active,Net 45,273332,Sneha Patel,CON00021,Voice,Voice Premium,5,556,3245,5,18,Yearly,24,Gold,11,2026,649,649,797,462,3245,2026-01-05,2026-02-04,INR,Sent,Paid,3,584.1,584.1,5,162.25,3666.85,0,0,0,0,0,0,0,0,0,None,0.0
INV001927,CUST00200,Carr-Newton,Government,Healthcare,West,UK,New Danielmouth,richjohn@foster.net,001-403-947-6447x26490,2025-06-09,Active,Net 30,729418,Sneha Patel,CON00170,Voice,Voice Basic,5,2972,3040,5,18,Monthly,24,Silver,2,2026,608,608,784,519,3040,2025-10-30,2025-11-29,USD,Sent,Pending,3,547.2,547.2,5,152.0,3435.2,0,0,0,0,0,0,0,0,0,None,0.0
INV001928,CUST00058,Brooks Inc,SMB,Finance,West,UK,Sarahmouth,devinmitchell@horton-taylor.info,390.610.4328x986,2023-08-14,Active,Net 30,755086,Sneha Patel,CON00115,SaaS,ERP,25,1262,73550,0,18,Monthly,12,Bronze,4,2026,2942,2942,3180,2812,73550,2026-03-18,2026-04-17,USD,Paid,Overdue,2,13239.0,13239.0,0,0.0,86789.0,0,0,0,0,0,1,0,0,1,Duplicate Invoice,86789.0
INV001929,CUST00418,Lutz PLC,SMB,Telecom,South,UK,Matthewfurt,gilbertmichael@king.com,949-254-2770,2025-07-25,Active,Net 45,356773,Rahul Sharma,CON00028,Internet,Fiber 100,10,661,7420,5,18,Quarterly,36,Platinum,8,2026,742,742,968,616,7420,2025-12-20,2026-01-19,EUR,Generated,Overdue,3,1335.6,1335.6,5,371.0,8384.6,0,0,0,0,0,0,0,0,0,None,0.0
INV001930,CUST00232,Burgess LLC,Government,Healthcare,South,Singapore,Port Daniel,coreyrojas@bennett.com,997.506.2397x2652,2024-08-24,Suspended,Net 30,727114,Sneha Patel,CON00056,Voice,Voice Basic,5,2658,7315,5,18,Monthly,36,Platinum,4,2026,1463,1324,1685,1313,7315,2026-05-24,2026-06-23,USD,Sent,Pending,3,1316.7,1316.7,5,365.75,7570.95,0,1,0,0,0,0,0,0,1,Usage Mismatch,695.0
INV001931,CUST00324,Thompson PLC,Enterprise,IT,South,India,East William,thardy@griffith.biz,(993)344-9734,2024-08-27,Inactive,Net 60,948850,Sneha Patel,CON00088,Internet,Fiber 100,10,1166,11980,5,18,Yearly,24,Bronze,4,2026,1198,1198,1256,1138,11980,2026-01-11,2026-02-10,USD,Paid,Pending,2,2156.4,2156.4,5,599.0,13537.4,0,0,0,0,0,0,0,0,0,None,0.0
INV001932,CUST00157,Goodman Ltd,Government,Finance,North,Australia,Jasonhaven,eugenewalker@lee-white.org,5879814141,2024-05-29,Suspended,Net 45,121907,Sneha Patel,CON00015,Internet,Fiber 1000,10,2546,25710,10,18,Yearly,36,Bronze,11,2026,2571,2571,2738,2508,25710,2026-04-30,2026-05-30,INR,Paid,Overdue,2,4627.8,4627.8,10,2571.0,27766.8,0,0,0,0,0,0,0,0,0,None,0.0
